MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,metal_node,organic_linker
hMOF-6002346,N=NC1C2[N]NN[N]C3(C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C3(N=N)N=N)N=N)N=N.N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(N=N)N=N)(N=N)N=N.[O].[V] MOFid-v1.rna.cat0;6002346,0.00730411,0.0412161,0.0926057,0.421552,2.21145,[V],"['N=NC1C2[N]NN[N]C3(C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C3(N=N)N=N)N=N)N=N', 'N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(N=N)N=N)(N=N)N=N', '[O]']"
hMOF-6001475,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1C[CH]2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001475,0.01438,0.0705725,0.146676,0.758599,3.80737,[V],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C[CH]2)C(=O)[O-]', '[O]']"
hMOF-6003222,CCCO[C]1[CH]C2(C1C(C2[CH])(OCCC)[C]C#CC(=O)[O-])C#CC(=O)[O-].CCCOc1c(ccc(c1[O])C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003222,0.497394,1.25292,1.5997,2.91133,4.84073,[V],"['CCCO[C]1[CH]C2(C1C(C2[CH])(OCCC)[C]C#CC(=O)[O-])C#CC(=O)[O-]', 'CCCOc1c(ccc(c1[O])C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6001458,FC(=CC#CC(=O)[O-])C#CC(=O)[O-].Fc1cc(ccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001458,0.0172756,0.0868624,0.194229,0.922549,5.56452,[V],"['FC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'Fc1cc(ccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1001599,CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-].[O-]C(=O)C(=CC=CC(=O)[O-])CCC.[O].[V] MOFid-v1.rna.cat0,0.131407,0.643849,1.20302,4.06252,6.35567,[V],"['CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-]', '[O-]C(=O)C(=CC=CC(=O)[O-])CCC', '[O]']"
hMOF-6000592,COc1cc(OC)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1OC.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000592,1.14697,1.64377,1.91309,2.49559,3.0907,[V],"['COc1cc(OC)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1OC', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6001486,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001486,0.0113138,0.0835682,0.161222,0.879137,4.51062,[V],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O]']"
hMOF-6002240,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C12CCC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002240,0.0252604,0.140401,0.231456,1.19253,4.00603,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C12CCC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-]', '[O]']"
hMOF-6001421,CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(ccc(c1CC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001421,0.385939,1.25152,1.466,2.63255,5.41276,[V],"['CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCc1c(ccc(c1CC)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6002085,Oc1cc(C(=O)[O-])c(cc1C#Cc1c(O)cc(cc1O)C(=O)[O-])O.[O-]C(=O)C12C(O)C(O)C(C(C1O)(O)O)(C(C2O)(O)O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002085,0.0139895,0.0743987,0.146254,0.724911,3.67892,[V],"['Oc1cc(C(=O)[O-])c(cc1C#Cc1c(O)cc(cc1O)C(=O)[O-])O', '[O-]C(=O)C12C(O)C(O)C(C(C1O)(O)O)(C(C2O)(O)O)C(=O)[O-]', '[O]']"
hMOF-6004756,ClC1=[C]C(=[C]C=C1c1nnc(nn1)C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004756,0.0689302,0.36678,0.595807,2.31779,6.20361,[V],"['ClC1=[C]C(=[C]C=C1c1nnc(nn1)C1=[C]C=C(C(=[C]1)Cl)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', '[O]']"
hMOF-1001186,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0,0.0245639,0.092037,0.210815,0.995928,4.07855,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])O', '[O]']"
hMOF-6004384,Fc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1F)C(=O)[O-].Fc1cc(cc(c1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6004384,0.606089,1.40404,2.0469,3.82316,5.06054,[V],"['Fc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1F)C(=O)[O-]', 'Fc1cc(cc(c1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-]', '[O]']"
hMOF-6001735,[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001735,0.0246034,0.0863135,0.252487,0.632428,1.96867,[V],"['[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-1000030,N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-].N#Cc1cc(ccc1c1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0395458,0.239925,0.459057,2.2961,8.92573,[V],"['N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]', 'N#Cc1cc(ccc1c1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1002232,[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.00363001,0.0348884,0.0419467,0.307744,0.719346,[V],"['[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-1001549,CCC(=CC=CC(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0618869,0.290508,0.59814,2.5659,5.16034,[V],"['CCC(=CC=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-6004577,Oc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)O)C(=O)[O-])O.Oc1ccc2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1O.[O].[V] MOFid-v1.rna.cat0;6004577,0.683004,1.41584,1.94153,3.42029,6.8055,[V],"['Oc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)O)C(=O)[O-])O', 'Oc1ccc2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1O', '[O]']"
hMOF-6004046,[O-]C(=O)C1=CC(=c2c(=[C]1)c1[C]=C(Cl)c3c(-c1cc2)cc(cc3Cl)C(=O)[O-])Cl.[O-]C(=O)C1=[C]C(=C(C=[C]1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-])Cl.[O].[V] MOFid-v1.rna.cat0;6004046,0.872182,1.89429,2.64972,5.57923,8.37462,[V],"['[O-]C(=O)C1=CC(=c2c(=[C]1)c1[C]=C(Cl)c3c(-c1cc2)cc(cc3Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=[C]C(=C(C=[C]1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-])Cl', '[O]']"
hMOF-6005092,OOC(=O)C1=C[C](O)[C]2C3C1C1(C3C2(C(=O)O)[C](C(=[C]1)O)O)O.[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O.[O-]C(=O)C=CC=C(C(=O)[O-])O.[O-]C(=O)C=[C]C(=C(C(=O)[O-])O)O.[O].[V] MOFid-v1.rna.cat0;6005092,0.115392,0.470926,0.711623,2.19468,3.81196,[V],"['OOC(=O)C1=C[C](O)[C]2C3C1C1(C3C2(C(=O)O)[C](C(=[C]1)O)O)O', '[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O', '[O-]C(=O)C=CC=C(C(=O)[O-])O', '[O-]C(=O)C=[C]C(=C(C(=O)[O-])O)O', '[O]']"
hMOF-1001470,CCCOc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])OCCC.[O-]C(=O)C=CC(=[CH])OC[CH2].[O-][C]=O.[CH3].[O].[V] MOFid-v1.cpf.cat0,0.0607616,0.328605,0.640931,3.45149,8.44492,[V],"['CCCOc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])OCCC', '[O-]C(=O)C=CC(=[CH])OC[CH2]', '[O-][C]=O', '[CH3]', '[O]']"
hMOF-1002810,CCOc1cc(C(=O)[O-])c2c(c1OCC)c1cc(cc(c1cc2O[CH2])OCC)C(=O)[O-].[CH2]OC(=CC=CC(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.598905,1.11936,1.19336,1.30048,1.31383,[V],"['CCOc1cc(C(=O)[O-])c2c(c1OCC)c1cc(cc(c1cc2O[CH2])OCC)C(=O)[O-]', '[CH2]OC(=CC=CC(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6002452,[O-]C(=O)C#CC12CC(Br)C(CC1Br)(C(C2Br)(Br)Br)C#CC(=O)[O-].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C#Cc1ccc(c(c1)Br)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002452,0.0184276,0.08454,0.164364,0.748896,3.32885,[V],"['[O-]C(=O)C#CC12CC(Br)C(CC1Br)(C(C2Br)(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C1=[C][C]=C([C]=[C]1)C#Cc1ccc(c(c1)Br)C(=O)[O-]', '[O]']"
hMOF-6004165,[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004165,0.0221283,0.115733,0.228333,1.12091,4.682,[V],"['[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6003947,[O-]C(=O)C=CC(=CC(=O)[O-])F.[O-]C(=O)c1c(F)cc(c(c1F)F)C=C(c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F.[O].[V] MOFid-v1.rna.cat0;6003947,0.043082,0.268461,0.521079,2.45906,7.26021,[V],"['[O-]C(=O)C=CC(=CC(=O)[O-])F', '[O-]C(=O)c1c(F)cc(c(c1F)F)C=C(c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F', '[O]']"
hMOF-6004327,COc1cc(ccc1c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004327,0.0468586,0.257532,0.497158,2.31093,6.73069,[V],"['COc1cc(ccc1c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-6001588,CCOC(=CC#CC(=O)[O-])C#CC(=O)[O-].CCOc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001588,0.0123692,0.0664581,0.116144,0.633972,3.79503,[V],"['CCOC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'CCOc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', '[O]']"
hMOF-6004711,FC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004711,0.0132246,0.0640147,0.136079,0.727161,3.61108,[V],"['FC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-]', '[O]']"
hMOF-1002811,[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0265658,0.133433,0.23547,1.15259,4.23151,[V],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6005176,N#CC1=C(C(=O)[O-])C(=[C]C=C1)C#N.N#CC1=C(C(=O)[O-])[C](C2=C([N])O[C]3N(C2=C1)C(=O)c1cc(C#N)c2c4c1c3c(C#N)cc4c1c3c2cc(C#N)c2c3c(cc1C#N)[C]1N(C2=O)[C]2C=CC(=CC2=C(O1)[N])C(=O)[O-])C#N.N#CC1=CC=[C]C(=C1C(=O)[O-])C#N.N#C[C]1C(=CC=C2C1=C([N])Oc1n2c(=O)c2c3c1ccc1c3c(cc2)c2c3c1=C[CH]C1=C4O[C]([NH])C5=CC(=CC6=C(OC(=c(c31)c(c2)C#N)N4[C]56)[N])C(=O)[O-])C(=O)[O-].N#Cc1ccc(c(c1)C(=O)[O-])C#N.N#Cc1ccc(c(c1C#N)C#N)C(=O)[O-].N#Cc1ccc(c(c1C(=O)[O-])C#N)C#N.[O].[V] MOFid-v1.UNKNOWN.cat1;6005176,0.0377999,0.212458,0.462426,1.93452,7.41217,[V],"['N#CC1=C(C(=O)[O-])C(=[C]C=C1)C#N', 'N#CC1=C(C(=O)[O-])[C](C2=C([N])O[C]3N(C2=C1)C(=O)c1cc(C#N)c2c4c1c3c(C#N)cc4c1c3c2cc(C#N)c2c3c(cc1C#N)[C]1N(C2=O)[C]2C=CC(=CC2=C(O1)[N])C(=O)[O-])C#N', 'N#CC1=CC=[C]C(=C1C(=O)[O-])C#N', 'N#C[C]1C(=CC=C2C1=C([N])Oc1n2c(=O)c2c3c1ccc1c3c(cc2)c2c3c1=C[CH]C1=C4O[C]([NH])C5=CC(=CC6=C(OC(=c(c31)c(c2)C#N)N4[C]56)[N])C(=O)[O-])C(=O)[O-]', 'N#Cc1ccc(c(c1)C(=O)[O-])C#N', 'N#Cc1ccc(c(c1C#N)C#N)C(=O)[O-]', 'N#Cc1ccc(c(c1C(=O)[O-])C#N)C#N', '[O]']"
hMOF-6000327,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C1=CC=C([C]=C1)N=NC1=[C]C=C(C=[C]1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000327,0.0125834,0.06082,0.121479,0.728872,4.62038,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1)N=NC1=[C]C=C(C=[C]1)C(=O)[O-]', '[O]']"
hMOF-6003714,[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])O)O)O)O.[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])O)O.[O].[V] MOFid-v1.rna.cat0;6003714,0.0134833,0.0752025,0.161609,0.80387,3.62909,[V],"['[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])O)O)O)O', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])O)O', '[O]']"
hMOF-6003592,N=NC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])N=N.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003592,0.00997101,0.0633713,0.109459,0.626622,3.35336,[V],"['N=NC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])N=N', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6002330,[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002330,0.0374493,0.192443,0.438997,1.97732,4.78617,[V],"['[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O]']"
hMOF-6002632,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002632,0.0270666,0.123936,0.255787,1.25171,5.19361,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#CC(=O)[O-]', '[O]']"
hMOF-1001294,[O-]C(=O)C=CC(=C(C(=O)[O-])C)C.[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.09974,0.499301,0.965255,3.44073,5.44364,[V],"['[O-]C(=O)C=CC(=C(C(=O)[O-])C)C', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-6000302,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)C#Cc1c(N)cc(cc1N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000302,0.0112994,0.0598204,0.132048,0.641186,3.78154,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1c(N)cc(cc1N)C(=O)[O-]', '[O]']"
hMOF-6001032,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C(=O)[O-])Cl.[O].[V] MOFid-v1.rna.cat0;6001032,0.0135605,0.0610224,0.0946413,0.562762,2.82822,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])Cl', '[O]']"
hMOF-1003047,[O-]C(=O)C=C(C(=O)[O-])O.[O-]C(=O)c1ccc2c(c1)c1cc(O)c3c(c1cc2O)c(O)c(cc3O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.61544,1.65285,1.90277,3.30064,4.86649,[V],"['[O-]C(=O)C=C(C(=O)[O-])O', '[O-]C(=O)c1ccc2c(c1)c1cc(O)c3c(c1cc2O)c(O)c(cc3O)C(=O)[O-]', '[O]']"
hMOF-6003149,[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C12CC(Cl)C(CC1Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003149,0.0252948,0.0928982,0.192873,0.665946,1.16973,[V],"['[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C12CC(Cl)C(CC1Cl)(C(C2Cl)(Cl)Cl)C(=O)[O-]', '[O]']"
hMOF-6003490,CCCC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].CCCc1cc(C(=O)[O-])c(c2c1cc(cc2)C(=O)[O-])CCC.[O].[V] MOFid-v1.rna.cat0;6003490,0.889666,1.84617,2.60847,4.48043,9.24228,[V],"['CCCC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]', 'CCCc1cc(C(=O)[O-])c(c2c1cc(cc2)C(=O)[O-])CCC', '[O]']"
hMOF-6003861,[O-]C(=O)C1=[C]C(=C(C=[C]1)C#Cc1ccc(c(c1Br)Br)C(=O)[O-])Br.BrBr.[O-]C(=O)C1=[C]C=C(C=[C]1)C=[C]C1=C(Br)C=C([C]=C1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003861,0.0285561,0.132803,0.287711,1.21432,4.29752,[V],"['[O-]C(=O)C1=[C]C(=C(C=[C]1)C#Cc1ccc(c(c1Br)Br)C(=O)[O-])Br', 'BrBr', '[O-]C(=O)C1=[C]C=C(C=[C]1)C=[C]C1=C(Br)C=C([C]=C1)C(=O)[O-]', '[O]']"
hMOF-1002527,[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.229601,0.851243,1.58668,3.40921,7.47353,[V],"['[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]', '[O]']"
hMOF-6003428,ClC(=CC(=O)[O-])C(=CC(=O)[O-])Cl.[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])Cl)Cl)Cl)Cl.[O].[V] MOFid-v1.rna.cat0;6003428,0.0257366,0.108685,0.234412,1.2058,5.21654,[V],"['ClC(=CC(=O)[O-])C(=CC(=O)[O-])Cl', '[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])Cl)Cl)Cl)Cl', '[O]']"
hMOF-6001968,[O-]C(=O)C12CC(N)(N)C(C(C1N)(N)N)(C(C2N)(N)N)C(=O)[O-].[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001968,0.0471886,0.252332,0.447797,1.69087,3.08607,[V],"['[O-]C(=O)C12CC(N)(N)C(C(C1N)(N)N)(C(C2N)(N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]', '[O]']"
hMOF-6004042,[O-]C(=O)C1=CC=C([C]=C1F)C=[C]c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)[C]=CC1=[C]C=C(C(=C1)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004042,0.138989,0.643635,1.23611,3.33588,8.24456,[V],"['[O-]C(=O)C1=CC=C([C]=C1F)C=[C]c1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)[C]=CC1=[C]C=C(C(=C1)F)C(=O)[O-]', '[O]']"
hMOF-6004120,NC(=CC#CC(=O)[O-])C#CC(=O)[O-].NC1=C([NH2][NH2]c2c1c(N)c(c(c2)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004120,0.0130313,0.0733971,0.136063,0.696602,3.56541,[V],"['NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'NC1=C([NH2][NH2]c2c1c(N)c(c(c2)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-1001177,CCCC(=CC(=O)[O-])C=C(C(=O)[O-])CCC.[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0592101,0.305835,0.683175,3.00918,6.98529,[V],"['CCCC(=CC(=O)[O-])C=C(C(=O)[O-])CCC', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6002422,CCCOC(C(C#CC(=O)[O-])([CH2])[CH2])C([C]C#CC(=O)[O-])(OCCC)OCCC.[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002422,0.184781,0.639119,1.00782,2.05439,3.43021,[V],"['CCCOC(C(C#CC(=O)[O-])([CH2])[CH2])C([C]C#CC(=O)[O-])(OCCC)OCCC', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-1000493,[O-]C(=O)C1=[C][C]=C([C]=[C]1)C#CC1=[C]C=C(C(=C1)Br)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Br)C#Cc1cc(Br)c(cc1Br)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0388014,0.189271,0.385282,1.62884,4.69033,[V],"['[O-]C(=O)C1=[C][C]=C([C]=[C]1)C#CC1=[C]C=C(C(=C1)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Br)C#Cc1cc(Br)c(cc1Br)C(=O)[O-]', '[O]']"
hMOF-6002568,[O-]C(=O)C#CC12CCC(C(C1F)(F)F)(C(C2F)(F)F)C#CC(=O)[O-].[O-]C(=O)C1=CC2=C([C]=C1)C(=C(C(=[C]2)F)C(=O)[O-])F.[O].[V] MOFid-v1.rna.cat0;6002568,0.0566808,0.32086,0.676026,2.79874,9.02584,[V],"['[O-]C(=O)C#CC12CCC(C(C1F)(F)F)(C(C2F)(F)F)C#CC(=O)[O-]', '[O-]C(=O)C1=CC2=C([C]=C1)C(=C(C(=[C]2)F)C(=O)[O-])F', '[O]']"
hMOF-6001069,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001069,0.0153179,0.0670926,0.147052,0.697579,3.72287,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-1002287,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0413535,0.198541,0.373738,2.08235,8.83875,[V],"['[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', '[O]']"
hMOF-6000965,CCCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1OCCC)OCCC)C(=O)[O-])OCCC.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000965,0.208884,0.774341,1.36668,3.39575,7.01461,[V],"['CCCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1OCCC)OCCC)C(=O)[O-])OCCC', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6003296,[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003296,0.0169668,0.0746191,0.15928,0.721607,4.00294,[V],"['[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', '[O]']"
